ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,Mme LABROQUERE Claudine    ,Mme MEDDAH Assia    ,Mme DEPRAZ Natalie,Mme BUZYN Agnès,M. BOULARD Geoffroy    ,M. CHRISTOPH Frédéric    ,Mme PEREZ Karina,M. BRITEL Karim    ,Mme TAÏEB Karen    ,Mme SÉNÉCHAL Laurence,Mme RÉMY-LELEU Raphaëlle,M. RUPIN Pacôme    ,Mme POL Patricia    ,M. VÉRON Aurélien    ,Mme CHAVANE Christiane    ,Mme LEWI Olivia    ,M. BERKANI Christophe    ,M. WEIL Ariel,Mme LEBRETON Anne    ,M. BULLARA Michaël    ,Mme CAMPION Singrid    ,M. SZPINER Francis,Mme SEBBAH Hanna,Mme FUSI Muriel    ,Mme MARRE Béatrice    ,Mme COPPIN Anne-Sophie,Mme NOVELLI Annie,M. DE BOUCAUD Philippe   ,Mme MAKBOUL Ourida    ,Mme BOULAY-ESPÉRONNIER Céline,Mme GIAZZI Danièle,M. ATLAN Bernard,M. VINCIGUERRA Laurent    ,M. VILLANI Cédric    ,M. GRUNENWALD Cédric,M. LETISSIER Florentin    ,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric    ,Mme ESSEMLALI Lamya    ,Mme PETIT Carine,M. LAYRÉ-CASSOU Franck    ,M. MIGUET Nicolas,M. VAUTIER Vincent,M. GOUJON Philippe    ,Mme IBLED Catherine    ,Mme ROETHLISBERGER Corinne    ,Mme NIAKATÉ Aminata    ,M. VIALE Frédéric    ,M. GUIBERT Géraud,Mme EVREN Agnès,M. DE SAINT JUST Wallerand,Mme TORANIAN Anouch,Mme DIETHELM Victoire    ,M. PRÉAU Jean    ,M. ARNOULD Alexandre    ,Mme PIAZZINI Natasha    ,M. PENINOU Mao    ,M. TIBERI Dominique    ,M. GHOSN Georges    ,M. LE GAL Eric   ,Mme LEMARDELEY Marie-Christine    ,Mme PESKINE Hélène    ,Mme BIRABEN Anne    ,M. AUDOUIN Laurent    ,Mme BERTHOUT Florence    ,Mme NAZZAL Bouchra,Mme DUCAMP Anne    ,M. BELLIARD David    ,Mme CAR Pépita,Mme RANNER-LUXIN Lise-Marie    ,Mme GARNIER Nelly    ,M. D'ETIGNY François,M. LEFORT Jacques    ,M. VAUGLIN François    ,M. ALLMANG Cédrick,M. POITOUX Guillaume    ,M. DEGBEGNI Christian    ,M. HENRY Pierre    ,M. ROËLS Hugo    ,M. RAIFAUD Sylvain    ,M. TANGUY Didier    ,Mme ZLOTNIK Atika    ,M. ZENTAR Pierre-Yves    ,M. FORT Bertil    ,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim    ,M. BONY Clément    ,M. MILLOT Georges,M. GRÉGOIRE Emmanuel    ,Mme MAGNAN Annick    ,Mme MAZETIER Sandrine,Mme MONTANDON Valérie    ,M. REBOURG Patrick,Mme ELBAZ Caroline    ,Mme PIERRE-MARIE Emmanuelle    ,M. PESCHANSKI Marc    ,Mme KIS Antoinette    ,Mme ANDREZ Olivia    ,M. PATOU Fabien    ,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,Mme HOURTOULLE-ROLLET Frédérique    ,M. SENS Romain    ,Mme MANCUSI Rossella Letizia   ,Mme DATI Rachida    ,M. BASCHET Jean-Sébastien    ,Mme BOUILLIEZ Virginie    ,M. MISSOFFE Alexandre    ,Mme FILIPPOVA Diana    ,Mme HASNAOUI Samia    ,M. GOUZERH Denis    ,M. LOUVRADOUX Frédéric    ,Mme LECASBLE Valérie    ,Mme LAPORTE Manon    ,M. PENG Chang Hua,M. AOUDIA Sofiane,Mme ZENTAR Marie-Sophie    ,M. BEN MERZOUG Amir   ,M. QNOUCH Raphaël,M. COUMET Jérôme,Mme SOUYRIS Anne    ,Mme SAULNIER Marielle    ,M. OLIVIER Jean-Baptiste    ,M. DUBOIS Jean-Michel,M. POMMEAU Michel,M. COT Guillaume    ,M. KELLER Thierry    ,M. MAURIN Pierre    ,Mme BÜRKLI Delphine    ,M. PONELLE Marc-Antoine    ,Mme CONTI Fabiola    ,M. DELANERY Côme    ,M. NGATCHA Arnaud    ,Mme BIRON Marie-Claude    ,Mme ROBIN Sophie    ,Mme BABU Hélène    ,M. GODICHEAU Pierre    ,Mme D'HAUTESERRE Jeanne    ,Mme LÉCUYER Catherine    ,Mme MICHEL Athénaïs    ,Mme CRAMBES-RICHAUD Amandine    ,Mme SEGOND Sophie    ,Mme DE HEAULME Alix   ,M. JOSSIER Benoit    ,M. COGAN Guillaume    ,Mme BORDRY Isabelle    ,M. DESPLANTES Florien,M. CHARVILLAT Arnaud,M. PLIEZ Eric,M. LEGRAND Aurélien    ,M. ZRIHEN Ariel    ,M. DIDIER François-Marie    ,M. VUONG Valéry,M. NEZZAR Rayan,Mme SIMONNET Danielle,Mme CALANDRA Frédérique    ,Mme GUHL Antoinette    ,M. DHORASOO Vikash,M. LEJOINDRE Eric,M. BOURNAZEL Pierre-Yves,M. DE GERMAIN Jérôme   ,Mme BOUX Anne-Claire    ,M. ELALOUF Lucas    ,M. GIBERT Florian    ,M. AKSAS Abdellah,M. GRANIER Rudolph,M. MAZUR Jean-Jacques,M. LISCIA Pierre,M. CAMPION Marcel,Mme DABOUSSI Hela,M. GARNIER Patrick,M. ROUXEL Olivier    ,Mme BENISTI Régina    ,M. DAGNAUD François    ,M. LERT Dan,Mme FORTEZA Paula,M. FEDERBUSCH Serge,Mme TOUBIANA Marie    ,M. EL-MARBATI Nordine    ,Mme LEGRAIN Sarah    ,M. PASQUIOU Paul    
14-41,Municipales,2020,1,2020-03-15,10,54,14,41,25,1705,713,713,2,9,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,85.0,2.0,77.0,137.0,130.0,39.0,217.0,8.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-42,Municipales,2020,1,2020-03-15,10,55,14,42,15,1758,726,726,1,4,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,93.0,4.0,100.0,134.0,90.0,28.0,256.0,11.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-43,Municipales,2020,1,2020-03-15,10,55,14,43,23,1499,727,727,3,8,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,85.0,5.0,89.0,155.0,96.0,28.0,241.0,7.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-44,Municipales,2020,1,2020-03-15,10,55,14,44,12,1502,587,587,2,8,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,48.0,16.0,67.0,104.0,75.0,27.0,213.0,16.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-45,Municipales,2020,1,2020-03-15,10,55,14,45,14,1549,504,504,3,11,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,26.0,3.0,47.0,131.0,53.0,33.0,176.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-46,Municipales,2020,1,2020-03-15,10,56,14,46,19,1376,674,675,2,9,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,70.0,1.0,78.0,127.0,95.0,27.0,238.0,15.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-47,Municipales,2020,1,2020-03-15,10,56,14,47,17,1427,556,556,7,7,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,43.0,4.0,63.0,151.0,73.0,17.0,168.0,20.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-48,Municipales,2020,1,2020-03-15,10,56,14,48,21,1510,611,611,5,16,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,74.0,2.0,82.0,105.0,83.0,32.0,193.0,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-49,Municipales,2020,1,2020-03-15,10,56,14,49,18,1588,769,769,6,4,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,89.0,1.0,71.0,170.0,94.0,24.0,285.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-50,Municipales,2020,1,2020-03-15,10,56,14,50,38,1537,719,719,3,6,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,76.0,4.0,80.0,175.0,109.0,23.0,230.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-51,Municipales,2020,1,2020-03-15,10,56,14,51,8,1422,538,539,3,10,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,48.0,9.0,41.0,114.0,84.0,20.0,179.0,16.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-52,Municipales,2020,1,2020-03-15,10,56,14,52,14,1527,552,552,6,27,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,45.0,23.0,48.0,108.0,53.0,23.0,189.0,14.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-53,Municipales,2020,1,2020-03-15,10,56,14,53,8,1472,518,518,11,11,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,50.0,7.0,56.0,104.0,63.0,35.0,154.0,13.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-54,Municipales,2020,1,2020-03-15,10,56,14,54,14,1562,676,676,0,6,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,75.0,9.0,65.0,191.0,97.0,21.0,191.0,8.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-55,Municipales,2020,1,2020-03-15,10,56,14,55,17,1681,701,701,6,7,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,82.0,4.0,64.0,137.0,103.0,29.0,231.0,16.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-56,Municipales,2020,1,2020-03-15,10,56,14,56,7,1446,502,502,11,12,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,38.0,7.0,54.0,125.0,51.0,22.0,149.0,15.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-57,Municipales,2020,1,2020-03-15,10,56,14,57,6,1543,429,429,5,16,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,36.0,12.0,33.0,85.0,42.0,26.0,130.0,11.0,6.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-1,Municipales,2020,1,2020-03-15,12,59,15,1,34,1217,533,533,1,6,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,92.0,3.0,34.0,8.0,31.0,96.0,8.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-2,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,2,53,1407,684,688,2,7,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,115.0,0.0,48.0,13.0,33.0,161.0,16.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-3,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,3,13,1330,593,593,3,9,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,72.0,7.0,52.0,10.0,36.0,115.0,11.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-4,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,4,17,1632,657,657,2,5,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,111.0,1.0,51.0,13.0,52.0,128.0,11.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-5,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,5,28,1634,652,652,2,6,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,110.0,0.0,49.0,10.0,53.0,155.0,10.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-6,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,6,28,1607,721,721,1,14,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,108.0,4.0,51.0,13.0,60.0,148.0,13.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-7,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,7,28,1557,663,665,3,10,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,121.0,5.0,56.0,7.0,39.0,152.0,11.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-8,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,8,31,1408,647,647,0,4,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,140.0,2.0,42.0,12.0,55.0,140.0,8.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-9,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,9,43,1493,625,625,2,8,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,108.0,3.0,42.0,14.0,41.0,126.0,13.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,10,9,1519,576,578,0,2,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,118.0,2.0,32.0,13.0,32.0,155.0,14.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,11,29,1586,724,724,4,7,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,154.0,3.0,43.0,13.0,46.0,158.0,12.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,12,20,1724,786,786,4,6,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,159.0,2.0,69.0,8.0,50.0,165.0,17.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-13,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,13,45,1642,752,752,2,7,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,120.0,2.0,72.0,13.0,57.0,146.0,11.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-14,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,14,30,1696,749,749,1,4,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,166.0,2.0,37.0,15.0,55.0,203.0,9.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-15,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,15,15,1553,645,648,3,6,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,95.0,2.0,42.0,11.0,39.0,208.0,18.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-16,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,16,17,1699,838,838,2,6,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,158.0,4.0,38.0,7.0,53.0,260.0,16.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-17,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,17,20,1550,664,664,2,2,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,91.0,1.0,41.0,13.0,37.0,191.0,29.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-18,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,18,17,1384,587,590,7,7,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,107.0,0.0,36.0,8.0,42.0,172.0,22.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,59,15,19,38,1402,674,675,3,8,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,125.0,5.0,46.0,8.0,42.0,190.0,12.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,20,18,1501,654,657,2,6,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,105.0,1.0,41.0,3.0,56.0,219.0,7.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-21,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,21,23,1364,632,632,0,6,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,124.0,1.0,38.0,6.0,33.0,206.0,16.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-22,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,22,31,1452,651,652,3,1,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,147.0,1.0,36.0,10.0,38.0,186.0,9.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-23,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,23,35,1522,756,756,1,13,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,162.0,1.0,39.0,12.0,50.0,209.0,14.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-24,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,24,40,1548,722,722,2,7,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,136.0,1.0,49.0,10.0,48.0,239.0,17.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-25,Municipales,2020,1,2020-03-15,1900-01-12 00:00:00,58,15,25,39,1582,734,736,5,3,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,157.0,1.0,47.0,13.0,40.0,161.0,16.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
