ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,Mme LABROQUERE Claudine    ,Mme MEDDAH Assia    ,Mme DEPRAZ Natalie,Mme BUZYN Agnès,M. BOULARD Geoffroy    ,M. CHRISTOPH Frédéric    ,Mme PEREZ Karina,M. BRITEL Karim    ,Mme TAÏEB Karen    ,Mme SÉNÉCHAL Laurence,Mme RÉMY-LELEU Raphaëlle,M. RUPIN Pacôme    ,Mme POL Patricia    ,M. VÉRON Aurélien    ,Mme CHAVANE Christiane    ,Mme LEWI Olivia    ,M. BERKANI Christophe    ,M. WEIL Ariel,Mme LEBRETON Anne    ,M. BULLARA Michaël    ,Mme CAMPION Singrid    ,M. SZPINER Francis,Mme SEBBAH Hanna,Mme FUSI Muriel    ,Mme MARRE Béatrice    ,Mme COPPIN Anne-Sophie,Mme NOVELLI Annie,M. DE BOUCAUD Philippe   ,Mme MAKBOUL Ourida    ,Mme BOULAY-ESPÉRONNIER Céline,Mme GIAZZI Danièle,M. ATLAN Bernard,M. VINCIGUERRA Laurent    ,M. VILLANI Cédric    ,M. GRUNENWALD Cédric,M. LETISSIER Florentin    ,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric    ,Mme ESSEMLALI Lamya    ,Mme PETIT Carine,M. LAYRÉ-CASSOU Franck    ,M. MIGUET Nicolas,M. VAUTIER Vincent,M. GOUJON Philippe    ,Mme IBLED Catherine    ,Mme ROETHLISBERGER Corinne    ,Mme NIAKATÉ Aminata    ,M. VIALE Frédéric    ,M. GUIBERT Géraud,Mme EVREN Agnès,M. DE SAINT JUST Wallerand,Mme TORANIAN Anouch,Mme DIETHELM Victoire    ,M. PRÉAU Jean    ,M. ARNOULD Alexandre    ,Mme PIAZZINI Natasha    ,M. PENINOU Mao    ,M. TIBERI Dominique    ,M. GHOSN Georges    ,M. LE GAL Eric   ,Mme LEMARDELEY Marie-Christine    ,Mme PESKINE Hélène    ,Mme BIRABEN Anne    ,M. AUDOUIN Laurent    ,Mme BERTHOUT Florence    ,Mme NAZZAL Bouchra,Mme DUCAMP Anne    ,M. BELLIARD David    ,Mme CAR Pépita,Mme RANNER-LUXIN Lise-Marie    ,Mme GARNIER Nelly    ,M. D'ETIGNY François,M. LEFORT Jacques    ,M. VAUGLIN François    ,M. ALLMANG Cédrick,M. POITOUX Guillaume    ,M. DEGBEGNI Christian    ,M. HENRY Pierre    ,M. ROËLS Hugo    ,M. RAIFAUD Sylvain    ,M. TANGUY Didier    ,Mme ZLOTNIK Atika    ,M. ZENTAR Pierre-Yves    ,M. FORT Bertil    ,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim    ,M. BONY Clément    ,M. MILLOT Georges,M. GRÉGOIRE Emmanuel    ,Mme MAGNAN Annick    ,Mme MAZETIER Sandrine,Mme MONTANDON Valérie    ,M. REBOURG Patrick,Mme ELBAZ Caroline    ,Mme PIERRE-MARIE Emmanuelle    ,M. PESCHANSKI Marc    ,Mme KIS Antoinette    ,Mme ANDREZ Olivia    ,M. PATOU Fabien    ,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,Mme HOURTOULLE-ROLLET Frédérique    ,M. SENS Romain    ,Mme MANCUSI Rossella Letizia   ,Mme DATI Rachida    ,M. BASCHET Jean-Sébastien    ,Mme BOUILLIEZ Virginie    ,M. MISSOFFE Alexandre    ,Mme FILIPPOVA Diana    ,Mme HASNAOUI Samia    ,M. GOUZERH Denis    ,M. LOUVRADOUX Frédéric    ,Mme LECASBLE Valérie    ,Mme LAPORTE Manon    ,M. PENG Chang Hua,M. AOUDIA Sofiane,Mme ZENTAR Marie-Sophie    ,M. BEN MERZOUG Amir   ,M. QNOUCH Raphaël,M. COUMET Jérôme,Mme SOUYRIS Anne    ,Mme SAULNIER Marielle    ,M. OLIVIER Jean-Baptiste    ,M. DUBOIS Jean-Michel,M. POMMEAU Michel,M. COT Guillaume    ,M. KELLER Thierry    ,M. MAURIN Pierre    ,Mme BÜRKLI Delphine    ,M. PONELLE Marc-Antoine    ,Mme CONTI Fabiola    ,M. DELANERY Côme    ,M. NGATCHA Arnaud    ,Mme BIRON Marie-Claude    ,Mme ROBIN Sophie    ,Mme BABU Hélène    ,M. GODICHEAU Pierre    ,Mme D'HAUTESERRE Jeanne    ,Mme LÉCUYER Catherine    ,Mme MICHEL Athénaïs    ,Mme CRAMBES-RICHAUD Amandine    ,Mme SEGOND Sophie    ,Mme DE HEAULME Alix   ,M. JOSSIER Benoit    ,M. COGAN Guillaume    ,Mme BORDRY Isabelle    ,M. DESPLANTES Florien,M. CHARVILLAT Arnaud,M. PLIEZ Eric,M. LEGRAND Aurélien    ,M. ZRIHEN Ariel    ,M. DIDIER François-Marie    ,M. VUONG Valéry,M. NEZZAR Rayan,Mme SIMONNET Danielle,Mme CALANDRA Frédérique    ,Mme GUHL Antoinette    ,M. DHORASOO Vikash,M. LEJOINDRE Eric,M. BOURNAZEL Pierre-Yves,M. DE GERMAIN Jérôme   ,Mme BOUX Anne-Claire    ,M. ELALOUF Lucas    ,M. GIBERT Florian    ,M. AKSAS Abdellah,M. GRANIER Rudolph,M. MAZUR Jean-Jacques,M. LISCIA Pierre,M. CAMPION Marcel,Mme DABOUSSI Hela,M. GARNIER Patrick,M. ROUXEL Olivier    ,Mme BENISTI Régina    ,M. DAGNAUD François    ,M. LERT Dan,Mme FORTEZA Paula,M. FEDERBUSCH Serge,Mme TOUBIANA Marie    ,M. EL-MARBATI Nordine    ,Mme LEGRAIN Sarah    ,M. PASQUIOU Paul    
10-14,Municipales,2020,1,2020-03-15,5,40,10,14,29,1636,699,699,5,6,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,48.0,36.0,136.0,9.0,1.0,4.0,64.0,315.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-15,Municipales,2020,1,2020-03-15,5,40,10,15,18,1387,654,654,6,1,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,33.0,34.0,111.0,7.0,3.0,4.0,81.0,273.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-16,Municipales,2020,1,2020-03-15,5,40,10,16,17,1419,624,624,5,3,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,40.0,32.0,107.0,6.0,3.0,3.0,82.0,248.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-17,Municipales,2020,1,2020-03-15,5,40,10,17,9,1331,480,480,6,7,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,32.0,29.0,49.0,2.0,5.0,7.0,90.0,168.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-18,Municipales,2020,1,2020-03-15,5,40,10,18,20,1426,539,539,3,5,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,33.0,34.0,52.0,6.0,2.0,7.0,88.0,214.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-19,Municipales,2020,1,2020-03-15,5,40,10,19,13,1213,468,468,1,4,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,23.0,20.0,72.0,6.0,0.0,7.0,100.0,160.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-20,Municipales,2020,1,2020-03-15,5,40,10,20,32,1345,629,629,2,5,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,37.0,41.0,93.0,8.0,4.0,4.0,81.0,281.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-21,Municipales,2020,1,2020-03-15,5,40,10,21,14,1356,498,498,4,3,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,30.0,25.0,71.0,4.0,1.0,5.0,76.0,202.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-22,Municipales,2020,1,2020-03-15,5,40,10,22,27,1402,653,654,2,4,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,41.0,36.0,90.0,3.0,2.0,4.0,78.0,304.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-23,Municipales,2020,1,2020-03-15,5,37,10,23,26,1254,609,609,2,1,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,55.0,27.0,77.0,5.0,3.0,7.0,82.0,241.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-24,Municipales,2020,1,2020-03-15,5,37,10,24,10,1273,572,572,0,2,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,35.0,28.0,98.0,2.0,4.0,3.0,78.0,246.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-25,Municipales,2020,1,2020-03-15,5,37,10,25,31,1370,653,651,5,4,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,37.0,36.0,86.0,6.0,4.0,4.0,101.0,280.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-26,Municipales,2020,1,2020-03-15,5,37,10,26,26,1266,584,584,2,5,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,40.0,36.0,83.0,4.0,3.0,2.0,80.0,255.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-27,Municipales,2020,1,2020-03-15,5,37,10,27,20,1520,630,631,4,3,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,44.0,42.0,84.0,4.0,7.0,4.0,97.0,266.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-28,Municipales,2020,1,2020-03-15,5,37,10,28,29,1401,646,646,4,5,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,46.0,21.0,79.0,4.0,1.0,6.0,123.0,256.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-29,Municipales,2020,1,2020-03-15,5,37,10,29,38,1397,658,658,4,4,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,43.0,30.0,88.0,2.0,1.0,4.0,124.0,229.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-30,Municipales,2020,1,2020-03-15,5,37,10,30,20,1419,661,661,1,5,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,47.0,21.0,119.0,2.0,1.0,3.0,124.0,227.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-31,Municipales,2020,1,2020-03-15,5,37,10,31,16,1222,558,558,6,1,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,52.0,21.0,82.0,3.0,0.0,6.0,93.0,182.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-32,Municipales,2020,1,2020-03-15,5,37,10,32,30,1315,596,596,1,2,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,42.0,85.0,8.0,0.0,8.0,74.0,233.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-33,Municipales,2020,1,2020-03-15,5,38,10,33,23,1441,622,622,2,2,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,41.0,23.0,87.0,5.0,1.0,5.0,74.0,270.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-34,Municipales,2020,1,2020-03-15,5,38,10,34,25,1458,660,660,3,1,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,49.0,22.0,77.0,3.0,0.0,3.0,121.0,240.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-35,Municipales,2020,1,2020-03-15,5,38,10,35,22,1383,601,601,1,5,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,54.0,16.0,89.0,2.0,2.0,4.0,96.0,196.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-36,Municipales,2020,1,2020-03-15,5,38,10,36,28,1407,710,710,7,6,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,30.0,124.0,3.0,2.0,2.0,78.0,282.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-37,Municipales,2020,1,2020-03-15,5,38,10,37,32,1323,587,587,5,5,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,37.0,32.0,92.0,4.0,2.0,8.0,65.0,236.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-38,Municipales,2020,1,2020-03-15,5,38,10,38,35,1562,751,751,3,7,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,66.0,24.0,114.0,1.0,3.0,8.0,103.0,294.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-39,Municipales,2020,1,2020-03-15,5,38,10,39,77,1650,722,722,5,5,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,44.0,36.0,121.0,5.0,2.0,11.0,91.0,275.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-1,Municipales,2020,1,2020-03-15,7,14,4,1,17,1269,551,551,6,3,542,,,,,,,,,,,30.0,83.0,12.0,168.0,4.0,3.0,2.0,199.0,32.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-2,Municipales,2020,1,2020-03-15,7,14,4,2,21,1139,552,552,3,7,542,,,,,,,,,,,42.0,123.0,14.0,110.0,5.0,1.0,1.0,188.0,55.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3,Municipales,2020,1,2020-03-15,7,14,4,3,24,1416,606,606,5,1,600,,,,,,,,,,,65.0,116.0,21.0,94.0,7.0,3.0,1.0,230.0,58.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-4,Municipales,2020,1,2020-03-15,7,14,4,4,32,1313,629,629,4,8,617,,,,,,,,,,,60.0,114.0,22.0,118.0,6.0,6.0,5.0,229.0,46.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-5,Municipales,2020,1,2020-03-15,7,15,4,5,69,1418,718,718,1,4,713,,,,,,,,,,,56.0,170.0,10.0,180.0,6.0,3.0,1.0,227.0,50.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-6,Municipales,2020,1,2020-03-15,7,15,4,6,42,1729,787,787,2,4,781,,,,,,,,,,,72.0,157.0,13.0,165.0,6.0,1.0,1.0,287.0,70.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-7,Municipales,2020,1,2020-03-15,7,15,4,7,33,1351,660,660,1,1,658,,,,,,,,,,,53.0,120.0,9.0,146.0,14.0,4.0,1.0,239.0,65.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-8,Municipales,2020,1,2020-03-15,7,15,4,8,13,1568,711,712,1,4,707,,,,,,,,,,,50.0,121.0,17.0,188.0,15.0,1.0,5.0,217.0,83.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9,Municipales,2020,1,2020-03-15,7,16,4,9,43,1056,518,518,2,3,513,,,,,,,,,,,25.0,96.0,12.0,173.0,8.0,2.0,2.0,142.0,47.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-10,Municipales,2020,1,2008-03-11,7,16,4,10,7,1040,505,505,9,0,496,,,,,,,,,,,30.0,107.0,8.0,161.0,3.0,1.0,0.0,114.0,60.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-11,Municipales,2020,1,2020-03-15,7,13,4,11,20,1037,504,504,2,1,501,,,,,,,,,,,39.0,97.0,19.0,96.0,3.0,1.0,4.0,188.0,45.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-12,Municipales,2020,1,2020-03-15,7,13,4,12,18,1216,609,608,2,5,601,,,,,,,,,,,39.0,125.0,22.0,115.0,6.0,6.0,1.0,220.0,59.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-13,Municipales,2020,1,2020-03-15,7,13,4,13,31,1604,739,739,4,3,732,,,,,,,,,,,65.0,148.0,29.0,126.0,16.0,3.0,1.0,273.0,57.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-14,Municipales,2020,1,2020-03-15,7,14,4,14,37,1251,611,611,2,6,603,,,,,,,,,,,46.0,104.0,9.0,127.0,7.0,1.0,1.0,253.0,50.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-1,Municipales,2020,1,2020-03-15,8,46,12,1,28,1231,591,592,3,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,217.0,4.0,99.0,126.0,37.0,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-2,Municipales,2020,1,2020-03-15,8,46,12,2,18,1303,553,554,4,6,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,196.0,10.0,83.0,103.0,46.0,3.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-3,Municipales,2020,1,2020-03-15,8,46,12,3,13,1393,590,590,4,9,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,2.0,200.0,9.0,101.0,130.0,42.0,6.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
