ID_BVOTE,NUM_ARROND,TOUR,CANDIDAT,NB_VOTE
14-34,14,1,M. VAUTIER Vincent,2.0
14-35,14,1,M. VAUTIER Vincent,1.0
14-36,14,1,M. VAUTIER Vincent,3.0
14-37,14,1,M. VAUTIER Vincent,0.0
14-38,14,1,M. VAUTIER Vincent,5.0
14-39,14,1,M. VAUTIER Vincent,1.0
14-40,14,1,M. VAUTIER Vincent,3.0
14-41,14,1,M. VAUTIER Vincent,1.0
14-42,14,1,M. VAUTIER Vincent,4.0
14-43,14,1,M. VAUTIER Vincent,4.0
14-44,14,1,M. VAUTIER Vincent,0.0
14-45,14,1,M. VAUTIER Vincent,1.0
14-46,14,1,M. VAUTIER Vincent,4.0
14-47,14,1,M. VAUTIER Vincent,0.0
14-48,14,1,M. VAUTIER Vincent,0.0
14-49,14,1,M. VAUTIER Vincent,2.0
14-50,14,1,M. VAUTIER Vincent,3.0
14-51,14,1,M. VAUTIER Vincent,4.0
14-52,14,1,M. VAUTIER Vincent,3.0
14-53,14,1,M. VAUTIER Vincent,3.0
14-54,14,1,M. VAUTIER Vincent,3.0
14-55,14,1,M. VAUTIER Vincent,4.0
14-56,14,1,M. VAUTIER Vincent,8.0
14-57,14,1,M. VAUTIER Vincent,22.0
15-1,15,1,M. GOUJON Philippe    ,148.0
15-2,15,1,M. GOUJON Philippe    ,169.0
15-3,15,1,M. GOUJON Philippe    ,130.0
15-4,15,1,M. GOUJON Philippe    ,149.0
15-5,15,1,M. GOUJON Philippe    ,133.0
15-6,15,1,M. GOUJON Philippe    ,166.0
15-7,15,1,M. GOUJON Philippe    ,145.0
15-8,15,1,M. GOUJON Philippe    ,120.0
15-9,15,1,M. GOUJON Philippe    ,158.0
15-10,15,1,M. GOUJON Philippe    ,104.0
15-11,15,1,M. GOUJON Philippe    ,174.0
15-12,15,1,M. GOUJON Philippe    ,162.0
15-13,15,1,M. GOUJON Philippe    ,186.0
15-14,15,1,M. GOUJON Philippe    ,170.0
15-15,15,1,M. GOUJON Philippe    ,145.0
15-16,15,1,M. GOUJON Philippe    ,176.0
15-17,15,1,M. GOUJON Philippe    ,172.0
15-18,15,1,M. GOUJON Philippe    ,128.0
15-19,15,1,M. GOUJON Philippe    ,154.0
15-20,15,1,M. GOUJON Philippe    ,142.0
15-21,15,1,M. GOUJON Philippe    ,121.0
15-22,15,1,M. GOUJON Philippe    ,131.0
15-23,15,1,M. GOUJON Philippe    ,143.0
15-24,15,1,M. GOUJON Philippe    ,125.0
15-25,15,1,M. GOUJON Philippe    ,169.0
15-26,15,1,M. GOUJON Philippe    ,123.0
15-27,15,1,M. GOUJON Philippe    ,131.0
15-28,15,1,M. GOUJON Philippe    ,145.0
15-29,15,1,M. GOUJON Philippe    ,166.0
15-30,15,1,M. GOUJON Philippe    ,155.0
15-31,15,1,M. GOUJON Philippe    ,158.0
15-32,15,1,M. GOUJON Philippe    ,138.0
15-33,15,1,M. GOUJON Philippe    ,99.0
15-34,15,1,M. GOUJON Philippe    ,155.0
15-35,15,1,M. GOUJON Philippe    ,113.0
15-36,15,1,M. GOUJON Philippe    ,120.0
15-37,15,1,M. GOUJON Philippe    ,111.0
15-38,15,1,M. GOUJON Philippe    ,119.0
15-39,15,1,M. GOUJON Philippe    ,139.0
15-40,15,1,M. GOUJON Philippe    ,123.0
15-41,15,1,M. GOUJON Philippe    ,131.0
15-42,15,1,M. GOUJON Philippe    ,105.0
15-43,15,1,M. GOUJON Philippe    ,131.0
15-44,15,1,M. GOUJON Philippe    ,125.0
15-45,15,1,M. GOUJON Philippe    ,153.0
15-46,15,1,M. GOUJON Philippe    ,133.0
15-47,15,1,M. GOUJON Philippe    ,114.0
15-48,15,1,M. GOUJON Philippe    ,112.0
15-49,15,1,M. GOUJON Philippe    ,143.0
15-50,15,1,M. GOUJON Philippe    ,121.0
15-51,15,1,M. GOUJON Philippe    ,158.0
15-52,15,1,M. GOUJON Philippe    ,126.0
15-53,15,1,M. GOUJON Philippe    ,94.0
15-54,15,1,M. GOUJON Philippe    ,112.0
15-55,15,1,M. GOUJON Philippe    ,111.0
15-56,15,1,M. GOUJON Philippe    ,143.0
15-57,15,1,M. GOUJON Philippe    ,154.0
15-58,15,1,M. GOUJON Philippe    ,138.0
15-59,15,1,M. GOUJON Philippe    ,110.0
15-60,15,1,M. GOUJON Philippe    ,179.0
15-61,15,1,M. GOUJON Philippe    ,129.0
15-62,15,1,M. GOUJON Philippe    ,155.0
15-63,15,1,M. GOUJON Philippe    ,150.0
15-64,15,1,M. GOUJON Philippe    ,182.0
15-65,15,1,M. GOUJON Philippe    ,175.0
15-66,15,1,M. GOUJON Philippe    ,164.0
15-67,15,1,M. GOUJON Philippe    ,117.0
15-68,15,1,M. GOUJON Philippe    ,146.0
15-69,15,1,M. GOUJON Philippe    ,130.0
15-70,15,1,M. GOUJON Philippe    ,176.0
15-71,15,1,M. GOUJON Philippe    ,161.0
15-72,15,1,M. GOUJON Philippe    ,127.0
15-73,15,1,M. GOUJON Philippe    ,113.0
15-74,15,1,M. GOUJON Philippe    ,140.0
15-75,15,1,M. GOUJON Philippe    ,138.0
15-76,15,1,M. GOUJON Philippe    ,66.0
15-77,15,1,M. GOUJON Philippe    ,110.0
15-78,15,1,M. GOUJON Philippe    ,99.0
15-79,15,1,M. GOUJON Philippe    ,104.0
15-80,15,1,M. GOUJON Philippe    ,114.0
15-81,15,1,M. GOUJON Philippe    ,120.0
15-82,15,1,M. GOUJON Philippe    ,90.0
15-83,15,1,M. GOUJON Philippe    ,135.0
15-84,15,1,M. GOUJON Philippe    ,138.0
15-85,15,1,M. GOUJON Philippe    ,145.0
15-86,15,1,M. GOUJON Philippe    ,125.0
15-87,15,1,M. GOUJON Philippe    ,127.0
15-88,15,1,M. GOUJON Philippe    ,166.0
15-89,15,1,M. GOUJON Philippe    ,125.0
15-90,15,1,M. GOUJON Philippe    ,128.0
15-91,15,1,M. GOUJON Philippe    ,169.0
15-92,15,1,M. GOUJON Philippe    ,149.0
15-93,15,1,M. GOUJON Philippe    ,146.0
15-94,15,1,M. GOUJON Philippe    ,117.0
15-95,15,1,M. GOUJON Philippe    ,113.0
15-1,15,1,Mme IBLED Catherine    ,92.0
15-2,15,1,Mme IBLED Catherine    ,115.0
15-3,15,1,Mme IBLED Catherine    ,72.0
15-4,15,1,Mme IBLED Catherine    ,111.0
15-5,15,1,Mme IBLED Catherine    ,110.0
15-6,15,1,Mme IBLED Catherine    ,108.0
15-7,15,1,Mme IBLED Catherine    ,121.0
15-8,15,1,Mme IBLED Catherine    ,140.0
15-9,15,1,Mme IBLED Catherine    ,108.0
15-10,15,1,Mme IBLED Catherine    ,118.0
15-11,15,1,Mme IBLED Catherine    ,154.0
15-12,15,1,Mme IBLED Catherine    ,159.0
15-13,15,1,Mme IBLED Catherine    ,120.0
15-14,15,1,Mme IBLED Catherine    ,166.0
15-15,15,1,Mme IBLED Catherine    ,95.0
15-16,15,1,Mme IBLED Catherine    ,158.0
15-17,15,1,Mme IBLED Catherine    ,91.0
15-18,15,1,Mme IBLED Catherine    ,107.0
15-19,15,1,Mme IBLED Catherine    ,125.0
15-20,15,1,Mme IBLED Catherine    ,105.0
15-21,15,1,Mme IBLED Catherine    ,124.0
15-22,15,1,Mme IBLED Catherine    ,147.0
15-23,15,1,Mme IBLED Catherine    ,162.0
15-24,15,1,Mme IBLED Catherine    ,136.0
15-25,15,1,Mme IBLED Catherine    ,157.0
15-26,15,1,Mme IBLED Catherine    ,128.0
15-27,15,1,Mme IBLED Catherine    ,77.0
15-28,15,1,Mme IBLED Catherine    ,129.0
15-29,15,1,Mme IBLED Catherine    ,115.0
15-30,15,1,Mme IBLED Catherine    ,139.0
15-31,15,1,Mme IBLED Catherine    ,130.0
15-32,15,1,Mme IBLED Catherine    ,143.0
15-33,15,1,Mme IBLED Catherine    ,134.0
15-34,15,1,Mme IBLED Catherine    ,127.0
15-35,15,1,Mme IBLED Catherine    ,132.0
15-36,15,1,Mme IBLED Catherine    ,120.0
15-37,15,1,Mme IBLED Catherine    ,135.0
15-38,15,1,Mme IBLED Catherine    ,77.0
15-39,15,1,Mme IBLED Catherine    ,60.0
15-40,15,1,Mme IBLED Catherine    ,74.0
15-41,15,1,Mme IBLED Catherine    ,94.0
15-42,15,1,Mme IBLED Catherine    ,69.0
15-43,15,1,Mme IBLED Catherine    ,120.0
15-44,15,1,Mme IBLED Catherine    ,106.0
15-45,15,1,Mme IBLED Catherine    ,86.0
15-46,15,1,Mme IBLED Catherine    ,108.0
15-47,15,1,Mme IBLED Catherine    ,112.0
15-48,15,1,Mme IBLED Catherine    ,43.0
15-49,15,1,Mme IBLED Catherine    ,48.0
15-50,15,1,Mme IBLED Catherine    ,71.0
15-51,15,1,Mme IBLED Catherine    ,98.0
15-52,15,1,Mme IBLED Catherine    ,61.0
15-53,15,1,Mme IBLED Catherine    ,80.0
15-54,15,1,Mme IBLED Catherine    ,100.0
15-55,15,1,Mme IBLED Catherine    ,95.0
15-56,15,1,Mme IBLED Catherine    ,121.0
15-57,15,1,Mme IBLED Catherine    ,132.0
15-58,15,1,Mme IBLED Catherine    ,117.0
15-59,15,1,Mme IBLED Catherine    ,111.0
15-60,15,1,Mme IBLED Catherine    ,141.0
15-61,15,1,Mme IBLED Catherine    ,99.0
15-62,15,1,Mme IBLED Catherine    ,106.0
15-63,15,1,Mme IBLED Catherine    ,105.0
15-64,15,1,Mme IBLED Catherine    ,83.0
15-65,15,1,Mme IBLED Catherine    ,93.0
15-66,15,1,Mme IBLED Catherine    ,107.0
15-67,15,1,Mme IBLED Catherine    ,94.0
15-68,15,1,Mme IBLED Catherine    ,130.0
15-69,15,1,Mme IBLED Catherine    ,72.0
15-70,15,1,Mme IBLED Catherine    ,112.0
15-71,15,1,Mme IBLED Catherine    ,101.0
15-72,15,1,Mme IBLED Catherine    ,77.0
15-73,15,1,Mme IBLED Catherine    ,104.0
15-74,15,1,Mme IBLED Catherine    ,98.0
15-75,15,1,Mme IBLED Catherine    ,118.0
15-76,15,1,Mme IBLED Catherine    ,32.0
15-77,15,1,Mme IBLED Catherine    ,88.0
15-78,15,1,Mme IBLED Catherine    ,70.0
15-79,15,1,Mme IBLED Catherine    ,94.0
15-80,15,1,Mme IBLED Catherine    ,99.0
15-81,15,1,Mme IBLED Catherine    ,125.0
15-82,15,1,Mme IBLED Catherine    ,91.0
15-83,15,1,Mme IBLED Catherine    ,138.0
15-84,15,1,Mme IBLED Catherine    ,107.0
15-85,15,1,Mme IBLED Catherine    ,116.0
15-86,15,1,Mme IBLED Catherine    ,74.0
15-87,15,1,Mme IBLED Catherine    ,92.0
15-88,15,1,Mme IBLED Catherine    ,112.0
15-89,15,1,Mme IBLED Catherine    ,115.0
15-90,15,1,Mme IBLED Catherine    ,108.0
15-91,15,1,Mme IBLED Catherine    ,140.0
15-92,15,1,Mme IBLED Catherine    ,80.0
15-93,15,1,Mme IBLED Catherine    ,91.0
15-94,15,1,Mme IBLED Catherine    ,69.0
15-95,15,1,Mme IBLED Catherine    ,88.0
15-1,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-2,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-3,15,1,Mme ROETHLISBERGER Corinne    ,7.0
15-4,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-5,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-6,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-7,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-8,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-9,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-10,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-11,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-12,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-13,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-14,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-15,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-16,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-17,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-18,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-19,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-20,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-21,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-22,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-23,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-24,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-25,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-26,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-27,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-28,15,1,Mme ROETHLISBERGER Corinne    ,6.0
15-29,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-30,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-31,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-32,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-33,15,1,Mme ROETHLISBERGER Corinne    ,7.0
15-34,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-35,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-36,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-37,15,1,Mme ROETHLISBERGER Corinne    ,6.0
15-38,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-39,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-40,15,1,Mme ROETHLISBERGER Corinne    ,8.0
15-41,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-42,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-43,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-44,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-45,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-46,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-47,15,1,Mme ROETHLISBERGER Corinne    ,9.0
15-48,15,1,Mme ROETHLISBERGER Corinne    ,6.0
15-49,15,1,Mme ROETHLISBERGER Corinne    ,7.0
15-50,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-51,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-52,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-53,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-54,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-55,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-56,15,1,Mme ROETHLISBERGER Corinne    ,6.0
15-57,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-58,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-59,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-60,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-61,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-62,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-63,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-64,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-65,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-66,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-67,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-68,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-69,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-70,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-71,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-72,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-73,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-74,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-75,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-76,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-77,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-78,15,1,Mme ROETHLISBERGER Corinne    ,4.0
15-79,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-80,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-81,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-82,15,1,Mme ROETHLISBERGER Corinne    ,7.0
15-83,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-84,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-85,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-86,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-87,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-88,15,1,Mme ROETHLISBERGER Corinne    ,3.0
15-89,15,1,Mme ROETHLISBERGER Corinne    ,2.0
15-90,15,1,Mme ROETHLISBERGER Corinne    ,0.0
15-91,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-92,15,1,Mme ROETHLISBERGER Corinne    ,1.0
15-93,15,1,Mme ROETHLISBERGER Corinne    ,6.0
15-94,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-95,15,1,Mme ROETHLISBERGER Corinne    ,5.0
15-1,15,1,Mme NIAKATÉ Aminata    ,34.0
15-2,15,1,Mme NIAKATÉ Aminata    ,48.0
15-3,15,1,Mme NIAKATÉ Aminata    ,52.0
15-4,15,1,Mme NIAKATÉ Aminata    ,51.0
15-5,15,1,Mme NIAKATÉ Aminata    ,49.0
15-6,15,1,Mme NIAKATÉ Aminata    ,51.0
15-7,15,1,Mme NIAKATÉ Aminata    ,56.0
15-8,15,1,Mme NIAKATÉ Aminata    ,42.0
15-9,15,1,Mme NIAKATÉ Aminata    ,42.0
15-10,15,1,Mme NIAKATÉ Aminata    ,32.0
15-11,15,1,Mme NIAKATÉ Aminata    ,43.0
15-12,15,1,Mme NIAKATÉ Aminata    ,69.0
15-13,15,1,Mme NIAKATÉ Aminata    ,72.0
15-14,15,1,Mme NIAKATÉ Aminata    ,37.0
15-15,15,1,Mme NIAKATÉ Aminata    ,42.0
15-16,15,1,Mme NIAKATÉ Aminata    ,38.0
15-17,15,1,Mme NIAKATÉ Aminata    ,41.0
15-18,15,1,Mme NIAKATÉ Aminata    ,36.0
15-19,15,1,Mme NIAKATÉ Aminata    ,46.0
15-20,15,1,Mme NIAKATÉ Aminata    ,41.0
15-21,15,1,Mme NIAKATÉ Aminata    ,38.0
15-22,15,1,Mme NIAKATÉ Aminata    ,36.0
15-23,15,1,Mme NIAKATÉ Aminata    ,39.0
15-24,15,1,Mme NIAKATÉ Aminata    ,49.0
15-25,15,1,Mme NIAKATÉ Aminata    ,47.0
15-26,15,1,Mme NIAKATÉ Aminata    ,60.0
15-27,15,1,Mme NIAKATÉ Aminata    ,40.0
15-28,15,1,Mme NIAKATÉ Aminata    ,36.0
15-29,15,1,Mme NIAKATÉ Aminata    ,61.0
15-30,15,1,Mme NIAKATÉ Aminata    ,60.0
15-31,15,1,Mme NIAKATÉ Aminata    ,45.0
15-32,15,1,Mme NIAKATÉ Aminata    ,68.0
15-33,15,1,Mme NIAKATÉ Aminata    ,57.0
15-34,15,1,Mme NIAKATÉ Aminata    ,62.0
15-35,15,1,Mme NIAKATÉ Aminata    ,66.0
15-36,15,1,Mme NIAKATÉ Aminata    ,57.0
15-37,15,1,Mme NIAKATÉ Aminata    ,59.0
15-38,15,1,Mme NIAKATÉ Aminata    ,61.0
15-39,15,1,Mme NIAKATÉ Aminata    ,51.0
15-40,15,1,Mme NIAKATÉ Aminata    ,51.0
15-41,15,1,Mme NIAKATÉ Aminata    ,75.0
15-42,15,1,Mme NIAKATÉ Aminata    ,24.0
15-43,15,1,Mme NIAKATÉ Aminata    ,42.0
15-44,15,1,Mme NIAKATÉ Aminata    ,63.0
15-45,15,1,Mme NIAKATÉ Aminata    ,53.0
15-46,15,1,Mme NIAKATÉ Aminata    ,56.0
15-47,15,1,Mme NIAKATÉ Aminata    ,90.0
15-48,15,1,Mme NIAKATÉ Aminata    ,48.0
15-49,15,1,Mme NIAKATÉ Aminata    ,49.0
15-50,15,1,Mme NIAKATÉ Aminata    ,55.0
15-51,15,1,Mme NIAKATÉ Aminata    ,58.0
15-52,15,1,Mme NIAKATÉ Aminata    ,43.0
15-53,15,1,Mme NIAKATÉ Aminata    ,77.0
15-54,15,1,Mme NIAKATÉ Aminata    ,69.0
15-55,15,1,Mme NIAKATÉ Aminata    ,69.0
15-56,15,1,Mme NIAKATÉ Aminata    ,76.0
15-57,15,1,Mme NIAKATÉ Aminata    ,60.0
15-58,15,1,Mme NIAKATÉ Aminata    ,50.0
15-59,15,1,Mme NIAKATÉ Aminata    ,42.0
15-60,15,1,Mme NIAKATÉ Aminata    ,53.0
15-61,15,1,Mme NIAKATÉ Aminata    ,40.0
15-62,15,1,Mme NIAKATÉ Aminata    ,54.0
15-63,15,1,Mme NIAKATÉ Aminata    ,57.0
15-64,15,1,Mme NIAKATÉ Aminata    ,46.0
15-65,15,1,Mme NIAKATÉ Aminata    ,57.0
15-66,15,1,Mme NIAKATÉ Aminata    ,31.0
15-67,15,1,Mme NIAKATÉ Aminata    ,57.0
15-68,15,1,Mme NIAKATÉ Aminata    ,69.0
15-69,15,1,Mme NIAKATÉ Aminata    ,59.0
15-70,15,1,Mme NIAKATÉ Aminata    ,72.0
15-71,15,1,Mme NIAKATÉ Aminata    ,48.0
15-72,15,1,Mme NIAKATÉ Aminata    ,40.0
15-73,15,1,Mme NIAKATÉ Aminata    ,45.0
15-74,15,1,Mme NIAKATÉ Aminata    ,57.0
15-75,15,1,Mme NIAKATÉ Aminata    ,50.0
15-76,15,1,Mme NIAKATÉ Aminata    ,37.0
15-77,15,1,Mme NIAKATÉ Aminata    ,41.0
15-78,15,1,Mme NIAKATÉ Aminata    ,36.0
15-79,15,1,Mme NIAKATÉ Aminata    ,46.0
15-80,15,1,Mme NIAKATÉ Aminata    ,64.0
15-81,15,1,Mme NIAKATÉ Aminata    ,53.0
15-82,15,1,Mme NIAKATÉ Aminata    ,43.0
15-83,15,1,Mme NIAKATÉ Aminata    ,55.0
15-84,15,1,Mme NIAKATÉ Aminata    ,47.0
15-85,15,1,Mme NIAKATÉ Aminata    ,64.0
15-86,15,1,Mme NIAKATÉ Aminata    ,42.0
15-87,15,1,Mme NIAKATÉ Aminata    ,58.0
15-88,15,1,Mme NIAKATÉ Aminata    ,36.0
15-89,15,1,Mme NIAKATÉ Aminata    ,36.0
15-90,15,1,Mme NIAKATÉ Aminata    ,41.0
15-91,15,1,Mme NIAKATÉ Aminata    ,66.0
15-92,15,1,Mme NIAKATÉ Aminata    ,56.0
15-93,15,1,Mme NIAKATÉ Aminata    ,62.0
15-94,15,1,Mme NIAKATÉ Aminata    ,35.0
15-95,15,1,Mme NIAKATÉ Aminata    ,26.0
15-1,15,1,M. VIALE Frédéric    ,8.0
15-2,15,1,M. VIALE Frédéric    ,13.0
15-3,15,1,M. VIALE Frédéric    ,10.0
15-4,15,1,M. VIALE Frédéric    ,13.0
15-5,15,1,M. VIALE Frédéric    ,10.0
15-6,15,1,M. VIALE Frédéric    ,13.0
15-7,15,1,M. VIALE Frédéric    ,7.0
15-8,15,1,M. VIALE Frédéric    ,12.0
15-9,15,1,M. VIALE Frédéric    ,14.0
15-10,15,1,M. VIALE Frédéric    ,13.0
15-11,15,1,M. VIALE Frédéric    ,13.0
15-12,15,1,M. VIALE Frédéric    ,8.0
15-13,15,1,M. VIALE Frédéric    ,13.0
15-14,15,1,M. VIALE Frédéric    ,15.0
15-15,15,1,M. VIALE Frédéric    ,11.0
15-16,15,1,M. VIALE Frédéric    ,7.0
15-17,15,1,M. VIALE Frédéric    ,13.0
15-18,15,1,M. VIALE Frédéric    ,8.0
15-19,15,1,M. VIALE Frédéric    ,8.0
15-20,15,1,M. VIALE Frédéric    ,3.0
15-21,15,1,M. VIALE Frédéric    ,6.0
15-22,15,1,M. VIALE Frédéric    ,10.0
15-23,15,1,M. VIALE Frédéric    ,12.0
15-24,15,1,M. VIALE Frédéric    ,10.0
15-25,15,1,M. VIALE Frédéric    ,13.0
15-26,15,1,M. VIALE Frédéric    ,9.0
15-27,15,1,M. VIALE Frédéric    ,25.0
15-28,15,1,M. VIALE Frédéric    ,13.0
15-29,15,1,M. VIALE Frédéric    ,9.0
15-30,15,1,M. VIALE Frédéric    ,7.0
15-31,15,1,M. VIALE Frédéric    ,10.0
15-32,15,1,M. VIALE Frédéric    ,9.0
15-33,15,1,M. VIALE Frédéric    ,9.0
15-34,15,1,M. VIALE Frédéric    ,15.0
15-35,15,1,M. VIALE Frédéric    ,15.0
15-36,15,1,M. VIALE Frédéric    ,23.0
15-37,15,1,M. VIALE Frédéric    ,17.0
15-38,15,1,M. VIALE Frédéric    ,15.0
15-39,15,1,M. VIALE Frédéric    ,22.0
15-40,15,1,M. VIALE Frédéric    ,13.0
15-41,15,1,M. VIALE Frédéric    ,14.0
15-42,15,1,M. VIALE Frédéric    ,13.0
15-43,15,1,M. VIALE Frédéric    ,17.0
15-44,15,1,M. VIALE Frédéric    ,20.0
15-45,15,1,M. VIALE Frédéric    ,25.0
15-46,15,1,M. VIALE Frédéric    ,12.0
15-47,15,1,M. VIALE Frédéric    ,25.0
15-48,15,1,M. VIALE Frédéric    ,14.0
15-49,15,1,M. VIALE Frédéric    ,25.0
15-50,15,1,M. VIALE Frédéric    ,19.0
15-51,15,1,M. VIALE Frédéric    ,11.0
15-52,15,1,M. VIALE Frédéric    ,10.0
15-53,15,1,M. VIALE Frédéric    ,15.0
15-54,15,1,M. VIALE Frédéric    ,14.0
15-55,15,1,M. VIALE Frédéric    ,15.0
15-56,15,1,M. VIALE Frédéric    ,21.0
15-57,15,1,M. VIALE Frédéric    ,19.0
15-58,15,1,M. VIALE Frédéric    ,15.0
15-59,15,1,M. VIALE Frédéric    ,12.0
15-60,15,1,M. VIALE Frédéric    ,17.0
15-61,15,1,M. VIALE Frédéric    ,8.0
15-62,15,1,M. VIALE Frédéric    ,11.0
15-63,15,1,M. VIALE Frédéric    ,7.0
15-64,15,1,M. VIALE Frédéric    ,5.0
15-65,15,1,M. VIALE Frédéric    ,18.0
15-66,15,1,M. VIALE Frédéric    ,13.0
15-67,15,1,M. VIALE Frédéric    ,11.0
15-68,15,1,M. VIALE Frédéric    ,14.0
15-69,15,1,M. VIALE Frédéric    ,17.0
15-70,15,1,M. VIALE Frédéric    ,17.0
15-71,15,1,M. VIALE Frédéric    ,15.0
15-72,15,1,M. VIALE Frédéric    ,9.0
15-73,15,1,M. VIALE Frédéric    ,7.0
15-74,15,1,M. VIALE Frédéric    ,11.0
15-75,15,1,M. VIALE Frédéric    ,16.0
15-76,15,1,M. VIALE Frédéric    ,25.0
15-77,15,1,M. VIALE Frédéric    ,13.0
15-78,15,1,M. VIALE Frédéric    ,16.0
15-79,15,1,M. VIALE Frédéric    ,12.0
15-80,15,1,M. VIALE Frédéric    ,17.0
15-81,15,1,M. VIALE Frédéric    ,14.0
15-82,15,1,M. VIALE Frédéric    ,9.0
15-83,15,1,M. VIALE Frédéric    ,4.0
15-84,15,1,M. VIALE Frédéric    ,10.0
15-85,15,1,M. VIALE Frédéric    ,14.0
15-86,15,1,M. VIALE Frédéric    ,11.0
15-87,15,1,M. VIALE Frédéric    ,7.0
15-88,15,1,M. VIALE Frédéric    ,8.0
15-89,15,1,M. VIALE Frédéric    ,5.0
15-90,15,1,M. VIALE Frédéric    ,5.0
15-91,15,1,M. VIALE Frédéric    ,7.0
15-92,15,1,M. VIALE Frédéric    ,16.0
15-93,15,1,M. VIALE Frédéric    ,17.0
15-94,15,1,M. VIALE Frédéric    ,16.0
15-95,15,1,M. VIALE Frédéric    ,16.0
15-1,15,1,M. GUIBERT Géraud,31.0
15-2,15,1,M. GUIBERT Géraud,33.0
